Day,Month,Year,Season,Average,Precipitation,New Snow,Snow Depth,Daylight
318,11,2011,0,-12.5,T,T,8,376
319,11,2011,0,-24,T,T,7,370
320,11,2011,0,-33.5,T,T,7,363
321,11,2011,0,-35.5,0,0,7,357
322,11,2011,0,-28.5,0,0,7,351
323,11,2011,0,-29.5,0,0,7,344
324,11,2011,0,-29.5,0,0,7,338
325,11,2011,0,-30.5,T,0.1,7,332
326,11,2011,0,-12.5,T,T,7,326
327,11,2011,0,-8.5,T,T,7,320
328,11,2011,0,-7,T,T,7,314
329,11,2011,0,-10.5,T,0.1,7,308
330,11,2011,0,-16.5,T,0.1,7,302
331,11,2011,0,-19.5,0,0,7,297
332,11,2011,0,-17.5,0,0,7,291
333,11,2011,0,-16,T,0.2,7,286
334,11,2011,0,4.5,0,0,7,281
335,12,2011,0,2,0.01,0.2,7,275
336,12,2011,0,12.5,0.05,0.4,8,270
337,12,2011,0,14.5,0,0,8,266
338,12,2011,0,36.5,0.03,0.2,8,261
339,12,2011,0,22,0.04,1.2,8,257
340,12,2011,0,1,T,T,8,252
341,12,2011,0,10,0,0,8,248
342,12,2011,0,11,T,T,8,245
343,12,2011,0,15,0.19,2.9,8,241
344,12,2011,0,15,T,T,10,238
345,12,2011,0,22,0.03,0.3,10,235
346,12,2011,0,27,0.04,0.6,10,232
347,12,2011,0,18.5,0.02,0.3,10,229
348,12,2011,0,2,0,0,11,229
349,12,2011,0,2,0,0,11,225
350,12,2011,0,2,T,T,11,224
351,12,2011,0,-0.5,0,0,11,223
352,12,2011,0,21,T,0.1,11,222
353,12,2011,0,17.5,0.03,0.3,10,221
354,12,2011,0,18.5,0.01,0.1,10,221
355,12,2011,0,14.5,0.06,0.8,10,221
356,12,2011,0,4,0.04,0.4,11,221
357,12,2011,0,-2,0.14,1.7,11,222
358,12,2011,0,-19,T,T,12,223
359,12,2011,0,-12.5,0.2,2.2,12,224
360,12,2011,0,-13,T,T,14,225
361,12,2011,0,-17,T,0.1,14,227
362,12,2011,0,-19.5,0.03,0.3,14,229
363,12,2011,0,-23.5,0.02,0.1,14,231
364,12,2011,0,-29,0.01,T,14,234
365,12,2011,0,-29,T,T,14,237
1,1,2012,0,-35.5,0.01,T,14,241
2,1,2012,0,-31.5,0.03,0.3,14,245
3,1,2012,0,-37.5,T,T,14,248
4,1,2012,0,-30.5,0.02,0.2,14,252
5,1,2012,0,-19,T,T,14,261
6,1,2012,0,-26,0.14,1.6,14,266
7,1,2012,0,-29,0.03,1.8,16,271
8,1,2012,0,-25,0.15,2.4,18,275
9,1,2012,0,-32.5,0.01,0.1,20,281
10,1,2012,0,-3,0,0,18,286
11,1,2012,0,3.5,T,T,18,291
12,1,2012,0,-6,0.07,0.7,17,297
13,1,2012,0,-28.5,0.01,0.1,18,303
14,1,2012,0,-43.5,0,0,17,308
15,1,2012,0,-36.5,T,T,17,314
16,1,2012,0,-32.5,T,0.2,17,320
17,1,2012,0,-39,0,0,17,326
18,1,2012,0,-35,0,0,17,332
19,1,2012,0,-24.5,T,T,17,339
20,1,2012,0,-30,0,0,17,345
21,1,2012,0,-18,0.01,0.1,17,351
22,1,2012,0,-6,0.05,0.5,17,358
23,1,2012,0,-10,0.02,0.3,17,364
24,1,2012,0,-15.5,0.01,0.1,17,371
25,1,2012,0,-23,0.01,0.1,17,377
26,1,2012,0,-23.5,T,T,17,384
27,1,2012,0,-37.5,T,T,17,390
28,1,2012,0,-46,0,0,17,397
29,1,2012,0,-44.5,0,0,17,404
30,1,2012,0,-34.5,0.11,1,17,410
31,1,2012,0,-32.5,0.01,0.1,18,417
32,2,2012,0,-18,T,T,18,424
33,2,2012,0,-3,T,T,18,431
34,2,2012,0,-8,0.08,1.8,18,437
35,2,2012,0,-16,0,0,20,444
36,2,2012,0,8.5,0,0,20,451
37,2,2012,0,6.5,0,0,20,458
38,2,2012,0,2.5,0,0,19,465
39,2,2012,0,13,0,0,19,471
40,2,2012,0,20,0,0,18,478
41,2,2012,0,19,0,0,18,485
42,2,2012,0,17.5,0,0,18,492
43,2,2012,0,14,0,0,18,499
44,2,2012,0,14,0,0,17,506
45,2,2012,0,14.5,0.05,0.5,17,512
46,2,2012,0,12.5,0,0,18,519
47,2,2012,0,14,0,0,18,526
48,2,2012,0,13,0,0,18,533
49,2,2012,0,5,0,0,18,540
50,2,2012,0,-1.5,0,0,18,546
51,2,2012,0,4.5,0,0,18,553
52,2,2012,0,4.5,0.01,0.2,18,560
53,2,2012,0,5,0.05,0.8,18,567
54,2,2012,0,11.5,0.03,0.6,19,574
55,2,2012,0,5.5,0.05,1.1,19,580
56,2,2012,0,1,T,T,20,587
57,2,2012,0,16.5,T,T,20,594
58,2,2012,0,4.5,0.14,2.4,19,601
59,2,2012,0,-2,0.01,0.1,21,608
60,2,2012,0,-7,0,0,21,614
61,3,2012,0,-4.5,0,0,21,621
62,3,2012,0,0.5,T,0.1,20,628
63,3,2012,0,-6,0.03,0.8,20,635
64,3,2012,0,-11,T,T,21,641
65,3,2012,0,-9.5,0.09,1.7,21,648
66,3,2012,0,16.5,0.28,6.9,24,655
67,3,2012,0,16.5,0.17,2.7,28,662
68,3,2012,0,3.5,0,0,29,668
69,3,2012,0,3.5,0.05,0.7,27,675
70,3,2012,0,-10,0.01,0.1,27,682
71,3,2012,0,-14.5,0.01,0.1,26,689
72,3,2012,0,-1,0.03,0.3,26,695
73,3,2012,0,-1,0,0,25,702
74,3,2012,0,7,0,0,24,709
75,3,2012,0,6,0,0,24,716
76,3,2012,1,0,0,0,24,722
77,3,2012,1,-7,0,0,24,729
78,3,2012,1,-7,T,T,24,736
79,3,2012,1,-6,T,T,23,742
80,3,2012,1,2,0.02,0.2,23,749
81,3,2012,1,1,0,0,23,756
82,3,2012,1,-4.5,0,0,23,763
83,3,2012,1,5,T,T,23,769
84,3,2012,1,18.5,0.02,0.5,23,776
85,3,2012,1,15,0,0,23,783
86,3,2012,1,11.5,0,0,23,790
87,3,2012,1,19,0,0,23,796
88,3,2012,1,28.5,0,0,23,803
89,3,2012,1,21,0,0,22,810
90,3,2012,1,21.5,T,T,22,817
91,3,2012,1,24,0.03,0.6,22,823
92,4,2012,1,23.5,T,T,22,830
93,4,2012,1,13.5,0,0,22,837
94,4,2012,1,11.5,T,T,22,844
95,4,2012,1,15,0,0,22,851
96,4,2012,1,32.5,0,0,22,857
97,4,2012,1,29.5,0,0,22,864
98,4,2012,1,28,T,T,21,871
99,4,2012,1,33,0,0,20,878
100,4,2012,1,30.5,0,0,20,885
101,4,2012,1,32.5,0,0,19,891
102,4,2012,1,36,0,0,19,898
103,4,2012,1,37,0,0,18,905
104,4,2012,1,42,0,0,18,912
105,4,2012,1,42.5,T,0,14,919
106,4,2012,1,44,0,0,11,926
107,4,2012,1,44.5,0,0,9,933
108,4,2012,1,44,0,0,7,940
109,4,2012,1,43,0,0,6,946
110,4,2012,1,43.5,0,0,2,953
111,4,2012,1,45.5,0,0,T,960
112,4,2012,1,40.5,0,0,T,967
113,4,2012,1,44,0.02,0,T,974
114,4,2012,1,43.5,0,0,0,981
115,4,2012,1,43.5,0.02,0,0,989
116,4,2012,1,45,0,0,0,995
117,4,2012,1,45.5,0,0,0,1002
118,4,2012,1,46.5,0,0,0,1009
119,4,2012,1,43.5,0.03,0,0,1016
120,4,2012,1,44.5,0,0,0,1023
121,4,2012,1,38.5,T,0,0,1030
122,5,2012,1,28.5,T,T,0,1037
123,5,2012,1,28,0,0,0,1044
124,5,2012,1,32,0,0,0,1051
125,5,2012,1,43,T,0,0,1058
126,5,2012,1,43,0.01,0,0,1065
127,5,2012,1,43.5,0,0,0,1072
128,5,2012,1,48.5,T,0,0,1079
129,5,2012,1,44.5,0,0,0,1086
130,5,2012,1,44,0,0,0,1093
131,5,2012,1,44.5,0,0,0,1100
132,5,2012,1,49.5,0,0,0,1107
133,5,2012,1,47.5,T,0,0,1114
134,5,2012,1,45.5,0,0,0,1121
135,5,2012,1,43,0.13,T,0,1128
136,5,2012,1,42,T,0,0,1135
137,5,2012,2,44.5,0,0,0,1142
138,5,2012,2,50.5,0,0,0,1149
139,5,2012,2,52,0,0,0,1156
140,5,2012,2,52.5,0,0,0,1163
141,5,2012,2,53.5,0,0,0,1170
142,5,2012,2,56,T,0,0,1176
143,5,2012,2,57.5,T,0,0,1183
144,5,2012,2,57,0.04,0,0,1190
145,5,2012,2,57,0.02,0,0,1197
146,5,2012,2,50.5,0.52,0,0,1203
147,5,2012,2,51,T,0,0,1210
148,5,2012,2,56,0.01,0,0,1216
149,5,2012,2,56.5,T,0,0,1223
150,5,2012,2,53.5,T,0,0,1229
151,5,2012,2,54,0,0,0,1235
152,5,2012,2,55.5,T,0,0,1241
153,6,2012,2,55.5,0.21,0,0,1247
154,6,2012,2,56.5,0.18,0,0,1253
155,6,2012,2,58,0.02,0,0,1258
156,6,2012,2,64,0.01,0,0,1264
157,6,2012,2,62,T,0,0,1269
158,6,2012,2,59,0.12,0,0,1274
159,6,2012,2,63.5,T,0,0,1279
160,6,2012,2,68.5,0.11,0,0,1284
161,6,2012,2,60.5,0,0,0,1288
162,6,2012,2,65.5,0.03,0,0,1292
163,6,2012,2,67,0,0,0,1296
164,6,2012,2,54.5,0.06,0,0,1299
165,6,2012,2,49.5,0.09,0,0,1302
166,6,2012,2,58.5,T,0,0,1304
167,6,2012,2,58,T,0,0,1306
168,6,2012,2,59.5,0.02,0,0,1308
169,6,2012,2,61.5,T,0,0,1309
170,6,2012,2,62.5,0,0,0,1310
171,6,2012,2,65,0,0,0,1310
172,6,2012,2,67.5,0,0,0,1310
173,6,2012,2,65,0,0,0,1309
174,6,2012,2,67,0,0,0,1308
175,6,2012,2,71,0.01,0,0,1307
176,6,2012,2,67.5,0,0,0,1305
177,6,2012,2,62.5,T,0,0,1302
178,6,2012,2,59.5,0.44,0,0,1300
179,6,2012,2,55,0.04,0,0,1297
180,6,2012,2,60,0.05,0,0,1293
181,6,2012,2,61,0,0,0,1289
182,6,2012,2,62.5,0,0,0,1285
183,7,2012,2,67.5,0,0,0,1281
184,7,2012,2,64.5,0.01,0,0,1276
185,7,2012,2,60.5,0.12,0,0,1271
186,7,2012,2,58,T,0,0,1266
187,7,2012,2,60,T,0,0,1260
188,7,2012,2,64,0,0,0,1255
189,7,2012,2,65.5,0.07,0,0,1249
190,7,2012,2,59,0.08,0,0,1243
191,7,2012,2,57.5,T,0,0,1237
192,7,2012,2,60,0.06,0,0,1231
193,7,2012,2,61.5,T,0,0,1225
194,7,2012,2,60.5,0,0,0,1218
195,7,2012,2,61,0.01,0,0,1212
196,7,2012,2,57,T,0,0,1206
197,7,2012,2,60,0.01,0,0,1199
198,7,2012,2,56.5,0.14,0,0,1192
199,7,2012,2,56,0,0,0,1186
200,7,2012,2,54,0.1,0,0,1179
201,7,2012,2,54,0.67,0,0,1172
202,7,2012,2,56.5,0,0,0,1165
203,7,2012,2,59,0.19,0,0,1159
204,7,2012,2,66.5,0.04,0,0,1152
205,7,2012,2,61.5,0.2,0,0,1145
206,7,2012,2,59.5,0.02,0,0,1138
207,7,2012,2,64.5,0,0,0,1131
208,7,2012,2,66,0,0,0,1124
209,7,2012,2,68,0,0,0,1117
210,7,2012,2,65.5,0,0,0,1110
211,7,2012,2,67,0,0,0,1103
212,7,2012,2,57.5,T,0,0,1097
213,7,2012,2,57,0,0,0,1090
214,8,2012,2,59,T,0,0,1083
215,8,2012,2,58.5,T,0,0,1076
216,8,2012,2,53.5,0.02,0,0,1069
217,8,2012,2,53.5,T,0,0,1062
218,8,2012,2,56,T,0,0,1055
219,8,2012,2,57.5,0,0,0,1048
220,8,2012,2,53.5,0.08,0,0,1041
221,8,2012,2,56.5,0.03,0,0,1034
222,8,2012,2,56,0,0,0,1027
223,8,2012,2,57,0,0,0,1020
224,8,2012,2,59,0,0,0,1013
225,8,2012,2,63.5,0,0,0,1006
226,8,2012,2,62,0,0,0,999
227,8,2012,2,62,0,0,0,993
228,8,2012,2,62.5,0,0,0,986
229,8,2012,2,61,0.12,0,0,979
230,8,2012,2,55.5,0.01,0,0,972
231,8,2012,2,57,T,0,0,965
232,8,2012,2,60.5,0,0,0,958
233,8,2012,2,58,T,0,0,951
234,8,2012,2,52,0,0,0,945
235,8,2012,2,53.5,0,0,0,938
236,8,2012,2,56.5,0,0,0,931
237,8,2012,2,54,0.02,0,0,924
238,8,2012,2,53.5,0.25,0,0,917
239,8,2012,2,51,0.82,0,0,911
240,8,2012,2,49.5,0.08,0,0,904
241,8,2012,2,49,0,0,0,897
242,8,2012,2,50.5,T,0,0,890
243,8,2012,2,57,T,0,0,884
244,8,2012,2,56,0.02,0,0,877
245,9,2012,2,51.5,0.01,0,0,870
246,9,2012,2,52,0.02,0,0,863
247,9,2012,2,52.5,0.01,0,0,857
248,9,2012,2,57,0.01,0,0,850
249,9,2012,2,53,0.03,0,0,843
250,9,2012,2,45.5,0.09,0,0,837
251,9,2012,2,43,T,0,0,830
252,9,2012,3,41,0,0,0,823
253,9,2012,3,43.5,0.05,T,0,817
254,9,2012,3,40,0,0,0,810
255,9,2012,3,41.5,0,0,0,803
256,9,2012,3,42.5,0,0,0,797
257,9,2012,3,39,0,0,0,790
258,9,2012,3,43.5,0,0,0,783
259,9,2012,3,46.5,T,0,0,777
260,9,2012,3,54.5,0,0,0,770
261,9,2012,3,42.5,0,0,0,763
262,9,2012,3,42.5,0,0,0,757
263,9,2012,3,43.5,0.06,0,0,750
264,9,2012,3,48,0.08,0,0,744
265,9,2012,3,52,0.19,0,0,737
266,9,2012,3,57,0,0,0,730
267,9,2012,3,51.5,T,0,0,724
268,9,2012,3,39.5,T,0,0,717
269,9,2012,3,45.5,0,0,0,710
270,9,2012,3,51,0,0,0,704
271,9,2012,3,45,0,0,0,697
272,9,2012,3,37.5,0,0,0,691
273,9,2012,3,33,0,0,0,684
274,9,2012,3,31,T,T,0,677
275,10,2012,3,32.5,0,0,0,671
276,10,2012,3,35.5,0,0,0,664
277,10,2012,3,40.5,0,0,0,657
278,10,2012,3,48.5,T,0,0,651
279,10,2012,3,38,0.01,T,0,644
280,10,2012,3,41.5,0.14,0,0,637
281,10,2012,3,39.5,0.21,0,0,631
282,10,2012,3,36,0.55,0,0,624
283,10,2012,3,34,0,0,0,617
284,10,2012,3,32,0,0,0,611
285,10,2012,3,26,0,0,0,604
286,10,2012,3,23,0,0,0,597
287,10,2012,3,25.5,T,T,0,591
288,10,2012,3,26,0.01,0.1,0,584
289,10,2012,3,23,0.13,1.9,2,577
290,10,2012,3,18.5,0.09,1.6,2,571
291,10,2012,3,18,0.02,0.2,2,564
292,10,2012,3,16,T,0.4,2,557
293,10,2012,3,12.5,T,T,3,550
294,10,2012,3,15,T,T,2,544
295,10,2012,3,14,0,0,2,537
296,10,2012,3,7,0,0,2,530
297,10,2012,3,0.5,T,T,2,523
298,10,2012,3,3.5,0,0,2,517
299,10,2012,3,8,0,0,2,510
300,10,2012,3,15,T,T,2,503
301,10,2012,3,19,0,0,2,496
302,10,2012,3,12,T,T,2,490
303,10,2012,3,14.5,0.22,2.9,2,483
304,10,2012,3,6,T,T,4,476
305,10,2012,3,17,0,0,4,470
306,11,2012,3,2.5,0,0,4,463
307,11,2012,3,1.5,T,T,4,456
308,11,2012,3,12.5,0.11,1.2,5,449
309,11,2012,3,7.5,0.01,0.2,5,443
310,11,2012,3,-7.5,0,0,5,436
311,11,2012,3,-16,0,0,4,429
312,11,2012,3,-16.5,T,T,4,423
313,11,2012,3,-11.5,0,0,4,416
314,11,2012,0,8.5,0.02,0.2,4,409
315,11,2012,0,18.5,0.15,2.6,7,403
316,11,2012,0,1,T,T,7,396
317,11,2012,0,-9.5,T,T,7,389
318,11,2012,0,-14,T,T,7,383
319,11,2012,0,1.5,0,0,6,376
320,11,2012,0,-5,0,0,6,370
321,11,2012,0,-16,0,0,6,363
322,11,2012,0,-11,0,0,6,357
323,11,2012,0,-10,0,0,6,351
324,11,2012,0,-8.5,0,0,6,344
325,11,2012,0,-11,0,0,6,338
326,11,2012,0,-17,0,0,6,332
327,11,2012,0,-5.5,0,0,6,326
328,11,2012,0,-7,0,0,6,320
329,11,2012,0,-16.5,0,0,6,314
330,11,2012,0,-19,0,0,6,308
331,11,2012,0,-16.5,0,0,6,302
332,11,2012,0,-20.5,0,0,6,297
333,11,2012,0,-25,0,0,6,291
334,11,2012,0,-25.5,0,0,6,286
335,11,2012,0,-27,0,0,6,281
336,12,2012,0,-28.5,0,0,6,275
337,12,2012,0,-33.5,0,0,6,270
338,12,2012,0,-35,T,T,6,266
339,12,2012,0,-33.5,T,T,6,261
340,12,2012,0,-23.5,T,0.1,6,257
341,12,2012,0,-23.5,0,0,5,252
342,12,2012,0,-27,0,0,5,248
343,12,2012,0,-15,0,0,5,245
344,12,2012,0,3.5,0.11,2.2,7,241
345,12,2012,0,4.5,0.12,1.7,9,238
346,12,2012,0,6.5,0.05,2.1,11,235
347,12,2012,0,16.5,0.72,9.5,19,232
348,12,2012,0,8,0.16,2.4,20,229
349,12,2012,0,-13,0.02,0.3,19,229
350,12,2012,0,-31.5,T,T,19,225
351,12,2012,0,-42,0,0,17,224
352,12,2012,0,-42.5,0,0,17,223
353,12,2012,0,-30.5,0,0,17,222
354,12,2012,0,-29.5,0.01,0.3,17,221
355,12,2012,0,-42.5,0,0,17,221
356,12,2012,0,-41.5,0,0,17,221
357,12,2012,0,-39.5,0,0,17,221
358,12,2012,0,-35.5,0,0,16,222
359,12,2012,0,-17.5,0,0,16,223
360,12,2012,0,3.5,0,0,15,224
361,12,2012,0,-6,0,0,15,225
362,12,2012,0,-12.5,0,0,15,227
363,12,2012,0,-11.5,0,0,15,229
364,12,2012,0,4.5,0,0,15,231
365,12,2012,0,13,0,0,15,234
366,12,2012,0,20,T,T,14,237
1,1,2013,0,25,0,0,14,241
2,1,2013,0,11.5,0,0,14,245
3,1,2013,0,7.5,0,0,14,248
4,1,2013,0,2.5,0,0,14,252
5,1,2013,0,-4,0,0,14,261
6,1,2013,0,0,0,0,13,266
7,1,2013,0,-7.5,0,0,13,271
8,1,2013,0,-9.5,0.04,0.6,14,275
9,1,2013,0,-13,T,T,14,281
10,1,2013,0,1,0.02,0.7,15,286
11,1,2013,0,6.5,0.13,2.3,17,291
12,1,2013,0,14.5,0.01,0.2,17,297
13,1,2013,0,26,0.06,0.7,17,303
14,1,2013,0,30.5,0.22,0.4,17,308
15,1,2013,0,15.5,T,T,16,314
16,1,2013,0,2,T,0.1,16,320
17,1,2013,0,-2.5,0.02,0.4,16,326
18,1,2013,0,-23.5,0,0,16,332
19,1,2013,0,-11.5,0,0,16,339
20,1,2013,0,4,0.18,2.5,19,345
21,1,2013,0,0.5,0.01,0.2,19,351
22,1,2013,0,-7,0,0,19,358
23,1,2013,0,1,T,T,19,364
24,1,2013,0,-4.5,T,0.1,19,371
25,1,2013,0,-26.5,T,T,18,377
26,1,2013,0,-35.5,T,T,18,384
27,1,2013,0,-41.5,T,T,18,390
28,1,2013,0,-37,0,0,18,397
29,1,2013,0,-16.5,T,0.1,18,404
30,1,2013,0,2,0.01,0.2,18,410
31,1,2013,0,8,0.09,1.4,19,417
32,2,2013,0,-4,T,0.1,19,424
33,2,2013,0,4.5,0,0,20,431
34,2,2013,0,8,0.03,0.4,20,437
35,2,2013,0,6.5,0.11,1.9,21,444
36,2,2013,0,-3.5,T,0.2,21,451
37,2,2013,0,-3.5,0.04,1.1,21,458
38,2,2013,0,-3,T,T,21,465
39,2,2013,0,0,0.08,2.1,23,471
40,2,2013,0,9,0,0,22,478
41,2,2013,0,16.5,T,T,22,485
42,2,2013,0,7,0.01,0.3,21,492
43,2,2013,0,-3.5,0,0,21,499
44,2,2013,0,-4,0,0,21,506
45,2,2013,0,6.5,T,T,21,512
46,2,2013,0,8.5,0.03,0.7,21,519
47,2,2013,0,-9.5,T,T,21,526
48,2,2013,0,-6,0.07,1.1,22,533
49,2,2013,0,-20,T,T,22,540
50,2,2013,0,-24,0,0,22,546
51,2,2013,0,-13,0.01,0.6,22,553
52,2,2013,0,-1,0.07,1.4,23,560
53,2,2013,0,-13.5,0.03,0.8,24,567
54,2,2013,0,-5,0,0,23,574
55,2,2013,0,-10.5,0,0,23,580
56,2,2013,0,-4.5,0,0,23,587
57,2,2013,0,2,0,0,22,594
58,2,2013,0,9.5,0,0,22,601
59,2,2013,0,10.5,0,0,22,608
60,3,2013,0,7,0.08,1.1,23,614
61,3,2013,0,3.5,T,T,23,621
62,3,2013,0,-1,0,0,23,628
63,3,2013,0,2,0,0,22,635
64,3,2013,0,13.5,0,0,22,641
65,3,2013,0,3.5,0,0,22,648
66,3,2013,0,15.5,0,0,22,655
67,3,2013,0,28,0,0,21,662
68,3,2013,0,25,T,T,21,668
69,3,2013,0,14.5,T,0.1,21,675
70,3,2013,0,8,T,T,21,682
71,3,2013,0,5.5,0,0,21,689
72,3,2013,0,-2.5,0,0,21,695
73,3,2013,0,5,0,0,21,702
74,3,2013,0,4,0,0,21,709
75,3,2013,1,6.5,0,0,21,716
76,3,2013,1,0,0,0,21,722
77,3,2013,1,2,0,0,21,729
78,3,2013,1,0,0,0,21,736
79,3,2013,1,-3,T,T,21,742
80,3,2013,1,7.5,0.05,1.4,22,749
81,3,2013,1,19.5,T,T,22,756
82,3,2013,1,1.5,0.02,0.5,22,763
83,3,2013,1,-5.5,0.07,1.8,23,769
84,3,2013,1,6,0.04,1.1,25,776
85,3,2013,1,-9,T,0.2,24,783
86,3,2013,1,-9.5,0,0,23,790
87,3,2013,1,3.5,0,0,23,796
88,3,2013,1,23.5,0,0,22,803
89,3,2013,1,18.5,0,0,22,810
90,3,2013,1,28,T,T,21,817
91,4,2013,1,29.5,T,T,21,823
92,4,2013,1,24,0,0,21,830
93,4,2013,1,22.5,0,0,21,837
94,4,2013,1,15.5,0,0,21,844
95,4,2013,1,11,0,0,20,851
96,4,2013,1,8.5,0,T,21,857
97,4,2013,1,0.5,0.04,0.7,21,864
98,4,2013,1,-2.5,0.11,2.1,23,871
99,4,2013,1,10,0.16,2.6,25,878
100,4,2013,1,0.5,T,T,25,885
101,4,2013,1,-2.5,0,0,23,891
102,4,2013,1,3.5,0,0,23,898
103,4,2013,1,6,0,0,23,905
104,4,2013,1,13,T,T,23,912
105,4,2013,1,23,0,0,23,919
106,4,2013,1,21,T,T,23,926
107,4,2013,1,23,0,0,23,933
108,4,2013,1,22,0,0,23,940
109,4,2013,1,23,0,0,22,946
110,4,2013,1,24,0,0,22,953
111,4,2013,1,26,0,0,22,960
112,4,2013,1,27.5,0,0,20,967
113,4,2013,1,32,0,0,18,974
114,4,2013,1,33.5,0.09,1.1,17,981
115,4,2013,1,25,0,0,17,989
116,4,2013,1,19.5,0.02,0.3,17,995
117,4,2013,1,20,0,0,17,1002
118,4,2013,1,19.5,0,0,17,1009
119,4,2013,1,27.5,0.03,1,17,1016
120,4,2013,1,32.5,0.21,2.1,18,1023
121,5,2013,1,29.5,0.05,0.4,17,1030
122,5,2013,1,29.5,T,T,16,1037
123,5,2013,1,32.5,0.06,1.3,16,1044
124,5,2013,1,28,T,T,16,1051
125,5,2013,1,31.5,0,0,15,1058
126,5,2013,1,29.5,0,0,14,1065
127,5,2013,1,33,0,0,11,1072
128,5,2013,1,36,0,0,10,1079
129,5,2013,1,42.5,0,0,6,1086
130,5,2013,1,45,0,0,3,1093
131,5,2013,1,47,0,0,1,1100
132,5,2013,1,44.5,0,0,T,1107
133,5,2013,1,29.5,0,0,0,1114
134,5,2013,1,34,0,0,0,1121
135,5,2013,1,37,0,0,0,1128
136,5,2013,2,40.5,0,0,0,1135
137,5,2013,2,35,0.04,0.3,T,1142
138,5,2013,2,29.5,T,T,0,1149
139,5,2013,2,35,0,0,0,1156
140,5,2013,2,41.5,0,0,0,1163
141,5,2013,2,46.5,0,0,0,1170
142,5,2013,2,51.5,0,0,0,1176
143,5,2013,2,51,T,0,0,1183
144,5,2013,2,55.5,0,0,0,1190
145,5,2013,2,60.5,0,0,0,1197
146,5,2013,2,61,0,0,0,1203
147,5,2013,2,66.5,0,0,0,1210
148,5,2013,2,65.5,0,0,0,1216
149,5,2013,2,68.5,0,0,0,1223
150,5,2013,2,68,0,0,0,1229
151,5,2013,2,67.5,0,0,0,1235
152,6,2013,2,65,0,0,0,1241
153,6,2013,2,67.5,T,0,0,1247
154,6,2013,2,59.5,T,0,0,1253
155,6,2013,2,57,0.13,0,0,1258
156,6,2013,2,53.5,0.1,0,0,1264
157,6,2013,2,56,0.06,0,0,1269
158,6,2013,2,58.5,0,0,0,1274
159,6,2013,2,63,T,0,0,1279
160,6,2013,2,59.5,T,0,0,1284
161,6,2013,2,56,T,0,0,1288
162,6,2013,2,55.5,0.05,0,0,1292
163,6,2013,2,60.5,0,0,0,1296
164,6,2013,2,62,0,0,0,1299
165,6,2013,2,67,0,0,0,1302
166,6,2013,2,69.5,0,0,0,1304
167,6,2013,2,74.5,0,0,0,1306
168,6,2013,2,74.5,0,0,0,1308
169,6,2013,2,72.5,0,0,0,1309
170,6,2013,2,72,0,0,0,1310
171,6,2013,2,71.5,T,0,0,1310
172,6,2013,2,68.5,0.09,0,0,1309
173,6,2013,2,65.5,0,0,0,1308
174,6,2013,2,68.5,0,0,0,1307
175,6,2013,2,77,0,0,0,1305
176,6,2013,2,81,0,0,0,1302
177,6,2013,2,80.5,0,0,0,1300
178,6,2013,2,74.5,T,0,0,1297
179,6,2013,2,72.5,0,0,0,1293
180,6,2013,2,69.5,0,0,0,1289
181,6,2013,2,71.5,0,0,0,1285
182,7,2013,2,70,0.02,0,0,1281
183,7,2013,2,62.5,0.04,0,0,1276
184,7,2013,2,61,T,0,0,1271
185,7,2013,2,59,T,0,0,1266
186,7,2013,2,57,0.03,0,0,1260
187,7,2013,2,61,0,0,0,1255
188,7,2013,2,62.5,0,0,0,1249
189,7,2013,2,58,0.19,0,0,1243
190,7,2013,2,59.5,T,0,0,1237
191,7,2013,2,57,0.12,0,0,1231
192,7,2013,2,60.5,0,0,0,1225
193,7,2013,2,66.5,0,0,0,1218
194,7,2013,2,70,0,0,0,1212
195,7,2013,2,71,0,0,0,1206
196,7,2013,2,71,0,0,0,1199
197,7,2013,2,64.5,T,0,0,1192
198,7,2013,2,66,0,0,0,1186
199,7,2013,2,64.5,0.51,0,0,1179
200,7,2013,2,61,0.05,0,0,1172
201,7,2013,2,60,0.04,0,0,1165
202,7,2013,2,60.5,T,0,0,1159
203,7,2013,2,61,0,0,0,1152
204,7,2013,2,68.5,0,0,0,1145
205,7,2013,2,66.5,0.01,0,0,1138
206,7,2013,2,67,T,0,0,1131
207,7,2013,2,63,0,0,0,1124
208,7,2013,2,67.5,0,0,0,1117
209,7,2013,2,72,0,0,0,1110
210,7,2013,2,71.5,0,0,0,1103
211,7,2013,2,66.5,0,0,0,1097
212,7,2013,2,66.5,0,0,0,1090
213,8,2013,2,69.5,0,0,0,1083
214,8,2013,2,70.5,0,0,0,1076
215,8,2013,2,69,T,0,0,1069
216,8,2013,2,64.5,T,0,0,1062
217,8,2013,2,63,0,0,0,1055
218,8,2013,2,67,0,0,0,1048
219,8,2013,2,67.5,T,0,0,1041
220,8,2013,2,68.5,0,0,0,1034
221,8,2013,2,63,0.01,0,0,1027
222,8,2013,2,60.5,T,0,0,1020
223,8,2013,2,61.5,T,0,0,1013
224,8,2013,2,65,0,0,0,1006
225,8,2013,2,65,0,0,0,999
226,8,2013,2,62.5,0,0,0,993
227,8,2013,2,59,0.37,0,0,986
228,8,2013,2,61.5,0,0,0,979
229,8,2013,2,62.5,0,0,0,972
230,8,2013,2,61,T,0,0,965
231,8,2013,2,58,0.14,0,0,958
232,8,2013,2,52.5,0.68,0,0,951
233,8,2013,2,55,0.01,0,0,945
